Order_ID,pH_0_30,BD_0_30,WHC_0_30,TC_Soil_0_30,TN_Soil_0_30,TP_Soil_0_30,C_N_Soil_0_30,Simpson,Shannon_wiener,Pielou,Richness,AGB,Cover_Plant,High_Plant,Number,TC_Plant,TN_Plant,TP_Plant,C_N_Plant,BGB_0_30,TC_Root_0_30,TN_Root_0_30,TP_Root_0_30,Relative_Coverage_Sedges,Relative_Coverage_Grass,Relative_Coverage_Shrubs,Relative_Coverage_Toxic_Plants,Relative_Coverage_Desirable_forbs,Relative_Quantity_Sedges,Relative_Quantity_Grass,Relative_Quantity_Shrubs,Relative_Quantity_Toxic_Plants,Relative_Quantity_Desirable_forbs,Relative_AGB_Sedges,Relative_AGB_Grass,Relative_AGB_Shrubs,Relative_AGB_Toxic_Plants,Relative_AGB_Desirable_forbs,Pi_Sedges,Pi_Grass,Pi_Shrubs,Pi_Toxic_Plants,Pi_Desirable_forbs,Relative_High_Sedges,Relative_High_Grass,Relative_High_Shrubs,Relative_High_Toxic_Plants,Relative_High_Desirable_forbs,Precipitation,Temperature,Growing_season_precipitation
62_3,8.22,1.27,18.48,56.39,4.99,2.08,11.3,0.88,2.44,0.86,17,44.52,55,1.5,1579,11.28,0.57,0.05,19.8,1994.02,483.93,20.17,1.75,0,0.07,0,0.48,0.46,0,0.01,0,0.68,0.31,0,0.02,0,0.4,0.58,0,0.06,0,0.5,0.44,0,0.11,0,0.34,0.55,3933,-5.8,3241
62_4,8.27,1.28,19.81,63.55,5.19,1.81,12.25,0.9,2.58,0.89,18,43.35,45,2,698,11.39,0.71,0.05,16.02,1097.1,359.91,14.71,0.85,0.01,0.34,0,0.26,0.4,0.01,0.07,0,0.16,0.77,0,0.24,0,0.09,0.67,0.02,0.19,0,0.23,0.56,0.03,0.16,0,0.27,0.53,3933,-5.8,3241
62_5,8.25,1.2,18.26,53.95,4.45,1.59,12.12,0.87,2.35,0.87,15,79.29,40,2.1,1472,21.25,1.35,0.1,15.76,922.92,311.12,13.74,0.72,0,0,0,0.4,0.6,0,0,0,0.52,0.48,0,0,0,0.39,0.61,0,0,0,0.44,0.56,0,0,0,0.41,0.59,3933,-5.8,3241
63_1,7.91,1.09,30.05,101.26,8.78,1.76,11.53,0.91,2.66,0.89,20,130.96,85,1,2868,27.19,1.34,0.14,20.35,4664.76,1414.91,67.29,4.41,0,0.01,0,0.05,0.93,0,0,0,0.23,0.77,0,0.01,0,0.16,0.83,0,0.02,0,0.14,0.84,0,0.04,0,0.15,0.81,3933,-5.8,3241
63_2,7.86,1.31,12.67,28.04,2.42,0.5,11.57,0.82,2.12,0.83,13,28.98,25,1.5,1089,7.53,0.52,0.04,14.61,1429.33,471.62,20.28,1.19,0,0.03,0,0.09,0.89,0,0,0,0.02,0.97,0,0.01,0,0.02,0.97,0,0.03,0,0.1,0.87,0,0.06,0,0.2,0.74,3933,-5.8,3241
63_3,7.88,1.24,23.96,48.8,4.4,0.79,11.1,0.82,2.05,0.82,12,32.61,50,1,1735,6.83,0.43,0.04,15.75,9736.12,3320.52,133.52,8.53,0,0.03,0,0.02,0.95,0,0,0,0,1,0,0,0,0,1,0,0.06,0,0.05,0.9,0,0.13,0,0.12,0.75,3970,-5.8,3279
63_4,8.05,0.96,31.2,115.77,10.43,1.67,11.1,0.9,2.68,0.88,21,128.79,95,0.5,5599,25.02,1.6,0.15,15.67,3878.85,1131.21,55.83,3.23,0.04,0,0,0.07,0.89,0,0,0,0.07,0.92,0.02,0,0,0.09,0.89,0.04,0,0,0.09,0.88,0.07,0,0,0.11,0.82,3970,-5.8,3279
63_5,8,1.06,23.87,99.62,7.64,1.64,13.04,0.87,2.34,0.86,15,82.46,70,1,4242,32.59,2.04,0.12,16,1877.03,641.43,28.7,1.29,0,0.01,0,0.09,0.9,0,0,0,0.07,0.93,0,0,0,0.05,0.95,0,0.03,0,0.13,0.85,0,0.07,0,0.22,0.71,3970,-5.8,3279
64_1,8.17,1.32,10.91,67.21,5.87,1.54,11.45,0.91,2.75,0.89,22,41.12,50,0.8,1225,8.68,0.46,0.06,18.69,1647.89,513.73,24.42,2.48,0,0.05,0,0.19,0.76,0,0.01,0,0.05,0.94,0,0.1,0,0.03,0.87,0,0.05,0,0.2,0.76,0,0.09,0,0.34,0.57,3970,-5.8,3279
64_2,8.13,1.02,28.09,63.42,5.37,1.29,11.81,0.92,2.93,0.89,27,82.55,60,2,2589,20.62,1.16,0.1,17.84,1505.26,431.02,18.42,1.38,0.27,0.02,0.09,0.2,0.42,0.19,0,0,0.29,0.51,0.17,0.06,0.16,0.27,0.34,0.18,0.03,0.07,0.26,0.46,0.08,0.07,0.11,0.3,0.43,3970,-5.8,3279
64_3,8.2,1.2,24.58,51.84,4.17,1.24,12.44,0.9,2.71,0.88,22,67.11,45,2,2344,9.61,0.49,0.09,19.62,506.95,164.68,7.15,0.49,0,0.08,0,0.33,0.59,0,0,0,0.12,0.87,0,0.02,0,0.35,0.63,0,0.05,0,0.27,0.68,0,0.06,0,0.36,0.58,4184,-3.7,3509
64_4,8.33,1.22,20.88,65.1,4.86,1.4,13.4,0.92,2.68,0.91,19,63.12,30,1.7,1832,14.47,0.81,0.11,17.78,993.11,325.16,12.76,1.02,0,0.04,0,0.33,0.64,0,0,0,0.37,0.63,0,0.01,0,0.44,0.55,0,0.04,0,0.35,0.61,0,0.09,0,0.36,0.55,4184,-3.7,3509
64_5,8.39,1.19,21.85,66.44,4.99,1.66,13.31,0.88,2.39,0.86,16,74.22,60,1.3,1672,14.01,0.71,0.09,19.86,943.72,276.21,11.07,0.8,0,0.09,0,0.1,0.81,0,0.01,0,0.04,0.95,0,0.08,0,0.08,0.85,0,0.07,0,0.15,0.78,0,0.12,0,0.32,0.57,4184,-3.7,3509
65_1,8.09,0.89,20.27,109.31,8.96,1.37,12.2,0.66,1.43,0.73,7,75.6,75,3.6,195,28.84,1.7,0.11,16.96,8080.07,913.59,50.24,3.87,0.84,0,0,0.06,0.1,0.43,0,0,0.1,0.47,0.86,0,0,0.03,0.11,0.54,0,0,0.18,0.27,0.36,0,0,0.39,0.25,4201,-3.9,3505
65_2,8.12,0.88,20.86,112.94,10.01,1.42,11.29,0.78,1.92,0.8,11,73.1,75,1.7,357,29.61,1.42,0.07,20.88,13432.99,4378.22,197.45,10.99,0.78,0,0,0.14,0.08,0.3,0,0,0.53,0.18,0.8,0,0,0.16,0.04,0.42,0,0,0.41,0.17,0.18,0,0,0.56,0.26,4184,-3.7,3509
65_3,8.1,0.85,16.99,121.2,9.22,1.32,13.14,0.71,1.63,0.78,8,46.86,85,2.6,239,15.86,0.92,0.05,17.27,35287.14,12882.52,361.59,19.01,0.83,0.02,0,0.09,0.06,0.41,0.01,0,0.32,0.26,0.71,0.01,0,0.18,0.09,0.5,0.1,0,0.19,0.21,0.26,0.26,0,0.17,0.31,4291,-5.3,3575
65_4,8.28,1,13.58,120.76,9.42,1.43,12.82,0.82,1.99,0.86,10,89.65,85,3,656,34.65,1.66,0.1,20.89,10248.28,2077.96,112.83,6.18,0.6,0.01,0,0.17,0.22,0.17,0.01,0,0.46,0.36,0.63,0.01,0,0.14,0.22,0.38,0.05,0,0.23,0.34,0.38,0.13,0,0.06,0.43,4291,-5.3,3575
65_5,8.31,0.93,18.56,122.04,9.59,1.19,12.73,0.67,1.46,0.75,7,49.86,60,4,148,20.22,0.93,0.05,21.81,11314.18,2858.93,116.8,4.95,0.75,0.01,0,0.04,0.2,0.44,0.02,0,0.11,0.43,0.81,0.01,0,0.04,0.14,0.54,0.05,0,0.09,0.32,0.42,0.13,0,0.11,0.34,4291,-5.3,3575
66_1,7.46,1.29,19,77.67,7.61,1.27,10.21,0.89,2.7,0.86,23,114.42,98,1.9,367.31,36.23,1.81,0.13,20.04,15666.19,2916.58,94.72,5.63,0.63,0.03,0.01,0.09,0.24,0.17,0.01,0.02,0.27,0.54,0.62,0.01,0.01,0.07,0.3,0.29,0.04,0.02,0.21,0.44,0.06,0.08,0.04,0.27,0.55,4291,-5.3,3575
66_2,7.13,1,26.87,69.8,6.59,1.05,10.59,0.92,2.84,0.12,24,105.34,82,2.3,1757,32.72,1.73,0.12,18.94,24908.36,7260.48,172.59,7.32,0.35,0.01,0,0.07,0.57,0.1,0,0,0.3,0.6,0.45,0.01,0,0.13,0.41,0.19,0.03,0,0.21,0.57,0.11,0.06,0,0.27,0.56,4223,-3.7,3528
66_3,7.24,0.82,36.32,72.64,6.8,1.05,10.68,0.91,2.65,0.9,19,78.1,93,1.8,1545,22.48,1.05,0.1,21.49,33799.56,5620.14,206.1,12.2,0.54,0.06,0,0.08,0.32,0.11,0.01,0,0.2,0.67,0.48,0.01,0,0.08,0.42,0.27,0.09,0.01,0.18,0.45,0.16,0.21,0.03,0.25,0.36,4223,-3.7,3528
66_4,7.48,0.9,29.54,87.57,8.52,1.25,10.28,0.89,2.73,0.83,27,92.24,90,1.7,1924,30.77,1.6,0.15,19.28,28579.23,5917.99,170.11,9.41,0.57,0.04,0.01,0.06,0.33,0.13,0.01,0.01,0.1,0.76,0.48,0.02,0.02,0.05,0.44,0.28,0.03,0.02,0.11,0.55,0.15,0.06,0.06,0.18,0.56,4223,-3.7,3528
66_5,7.48,0.88,34.36,74.82,7.05,1.55,10.61,0.9,2.7,0.87,22,118.77,99,2.2,1058,48.54,2.47,0.21,19.65,30594.05,5297.86,168.64,14.46,0.52,0.02,0.01,0.1,0.33,0.16,0,0,0.17,0.61,0.58,0,0,0.04,0.37,0.27,0.03,0.02,0.16,0.47,0.12,0.06,0.04,0.21,0.47,4223,-3.7,3528
67_1,8.11,1.19,12.41,73.4,4.8,1.4,15.29,0.87,2.49,0.82,21,218.18,90,1.3,3553,61.7,2.73,0.31,22.62,1520.86,507.48,19.32,1.09,0.1,0.02,0,0.42,0.46,0.07,0,0,0.59,0.33,0.06,0.05,0,0.47,0.43,0.13,0.05,0,0.44,0.38,0.22,0.12,0,0.31,0.35,4223,-3.7,3528
67_2,8.28,1.14,22.33,78.22,4.61,1.66,16.97,0.84,2.16,0.84,13,74.98,40,3.1,1431,22.2,1.05,0.1,21.15,1648.25,573.14,24.8,0.95,0,0.3,0,0.17,0.53,0,0.02,0,0.12,0.86,0,0.26,0,0.1,0.64,0,0.2,0,0.21,0.58,0,0.29,0,0.36,0.36,4123,-5.4,3431
67_3,8.32,1.04,16.71,90.8,5.62,1.91,16.14,0.92,2.69,0.93,18,79.64,65,2.7,1303,22.1,1.02,0.08,21.68,1864.03,495.32,17,1.04,0.18,0.04,0,0.23,0.55,0.02,0,0,0.25,0.72,0.09,0.08,0,0.18,0.64,0.1,0.05,0,0.26,0.58,0.11,0.12,0,0.29,0.48,4123,-5.4,3431
67_4,8.12,1.05,12.95,95.65,7.18,1.2,13.33,0.89,2.57,0.86,20,155.08,92,3.3,2532,49.64,2.3,0.22,21.63,2838.94,1100.58,55.93,2.21,0,0.09,0,0.27,0.64,0,0.01,0,0.32,0.67,0,0.15,0,0.19,0.67,0,0.13,0,0.29,0.58,0,0.28,0,0.28,0.44,4123,-5.4,3431
67_5,8.3,1.11,15.77,83.43,4.22,1.64,19.78,0.78,1.8,0.78,10,130.82,80,2.2,1403,36.41,1.56,0.14,23.39,1219.29,443.26,19.47,0.89,0,0.02,0,0.2,0.78,0,0,0,0.3,0.7,0,0.01,0,0.17,0.82,0,0.04,0,0.29,0.66,0,0.11,0,0.38,0.51,4123,-5.4,3431
68_1,7.64,1.15,24.27,48.07,5.14,0.98,9.35,0.87,2.43,0.82,19,149.96,80,3,3282,40.41,2.49,0.16,16.23,9481.35,1871.44,77.98,4.35,0.06,0.09,0,0.52,0.34,0.05,0,0,0.81,0.14,0.06,0.08,0,0.69,0.18,0.04,0.09,0,0.58,0.29,0.03,0.18,0,0.41,0.39,4123,-5.4,3431
68_2,7.07,1.16,24.36,69.65,7.39,1.3,9.43,0.9,2.66,0.87,21,163.77,80,3,2460,32.51,1.83,0.15,17.72,3802.42,1366.68,61.41,2.86,0,0.04,0,0.48,0.48,0,0,0,0.16,0.84,0,0.08,0,0.23,0.69,0,0.05,0,0.36,0.59,0,0.11,0,0.45,0.44,3947,-4.7,3272
68_3,7.07,1.03,28.09,76.84,8.14,1.35,9.44,0.94,2.95,0.92,25,226.8,85,3,2418,67.77,3.42,0.25,19.79,8095.67,1722.39,88.06,5.68,0.01,0.07,0,0.27,0.65,0,0.01,0,0.31,0.68,0.01,0.18,0,0.23,0.58,0.01,0.05,0,0.35,0.58,0.02,0.09,0,0.48,0.41,3947,-4.7,3272
68_4,7.42,1.23,22.83,54.09,5.66,1.14,9.55,0.86,2.25,0.83,15,97.26,50,2.5,975,29.07,1.44,0.14,20.2,1580.66,429.62,18.95,1.02,0,0.05,0.02,0.53,0.4,0,0.01,0,0.44,0.55,0,0.07,0,0.47,0.47,0,0.03,0.02,0.47,0.47,0,0.04,0.05,0.44,0.47,3947,-4.7,3272
68_5,6.99,1.03,25.63,68.6,7.12,1.17,9.64,0.79,2.02,0.76,14,163.09,85,2.9,1563,54.44,2.81,0.18,19.41,4978.55,1510.42,76.2,3.43,0,0.01,0.18,0.68,0.14,0,0,0.2,0.58,0.21,0,0,0.36,0.56,0.08,0,0.01,0.16,0.56,0.27,0,0.03,0.11,0.41,0.46,3947,-4.7,3272
69_4,7.88,1.06,18.98,98.35,7.41,1.18,13.26,0.76,1.65,0.85,7,70.42,80,2.4,1229,25.25,1.25,0.07,20.14,19797.22,3684.58,97.61,3.72,0.63,0,0,0.27,0.1,0.12,0,0,0.61,0.28,0.58,0,0,0.27,0.15,0.34,0,0,0.41,0.26,0.26,0,0,0.34,0.4,3900,-5.6,3216
69_5,7.98,1.2,18.35,140.72,9.22,1.41,15.26,0.78,1.68,0.86,7,66.35,90,1.8,1179,22.07,1.04,0.06,21.18,13123.62,4028.22,124.39,4.79,0.63,0,0,0.24,0.13,0.12,0,0,0.57,0.31,0.58,0,0,0.35,0.07,0.33,0,0,0.4,0.28,0.23,0,0,0.38,0.39,3900,-5.6,3216
70_1,7.97,1.26,21.61,44.26,3.6,0.81,12.3,0.87,2.26,0.85,14,76.6,60,2,1228,16.73,1.03,0.07,16.3,1645.65,575.47,25.44,1.23,0,0.02,0,0.22,0.75,0,0,0,0.23,0.77,0,0.04,0,0.15,0.81,0,0.08,0,0.21,0.71,0,0.2,0,0.18,0.62,3900,-5.6,3216
70_2,8,1.23,18.57,69.5,5.45,1.18,12.76,0.91,2.68,0.9,20,71.65,50,2,1306,32.58,1.9,0.17,17.11,2662.16,858.24,42.45,2.03,0.03,0.02,0,0.07,0.88,0.05,0,0,0.22,0.72,0.02,0,0,0.08,0.9,0.05,0.04,0,0.12,0.78,0.08,0.1,0,0.08,0.74,4883,-3.7,4105
70_3,7.89,1.3,13.23,57.76,4.44,1.31,13.02,0.89,2.47,0.89,16,29.84,30,2,973,15.23,0.82,0.11,18.65,4663.98,1526.09,71.4,3.31,0.04,0,0,0.47,0.49,0.15,0,0,0.6,0.24,0.13,0,0,0.56,0.31,0.08,0,0,0.45,0.47,0.05,0,0,0.28,0.67,4623,-5.2,3883
70_4,7.86,1.32,23.53,32.85,2.35,0.64,14,0.93,2.75,0.93,19,71.71,40,1.2,1926,21.77,1.15,0.12,18.93,1455.87,556.38,19.59,1.36,0.1,0.02,0,0.26,0.63,0.06,0,0,0.32,0.62,0.12,0,0,0.25,0.63,0.08,0.03,0,0.29,0.6,0.09,0.06,0,0.29,0.55,4583,-5.3,3821
70_5,7.86,1.27,17.46,59.48,3.94,1.36,15.09,0.8,2.15,0.79,15,88.84,80,1.5,3508,15.31,0.8,0.07,19.12,2329.39,717.69,29.36,1.31,0.53,0,0,0.33,0.13,0.03,0,0,0.89,0.09,0.1,0,0,0.69,0.21,0.27,0,0,0.49,0.23,0.26,0,0,0.26,0.48,3595,-0.6,2979
71_1,7.67,0.83,19.68,141.3,8.32,1.22,16.98,0.88,2.23,0.93,11,182.75,60,3,807,25.56,1.44,0.1,17.72,5198.67,1597.26,65.67,2.26,0.42,0.03,0,0.19,0.36,0.32,0.04,0,0.21,0.43,0.38,0.01,0,0.38,0.23,0.35,0.08,0,0.18,0.38,0.32,0.18,0,0.14,0.36,2668,-0.6,2361
71_2,7.83,0.86,19.35,121.74,7.34,1.15,16.59,0.81,1.95,0.81,11,56.17,55,3.5,469,18.16,0.91,0.05,19.91,3306.04,853.26,37.89,1.69,0.67,0.1,0,0.06,0.18,0.65,0.1,0,0.04,0.21,0.72,0.08,0,0.02,0.18,0.57,0.11,0,0.07,0.25,0.39,0.12,0,0.13,0.37,2668,-0.6,2361
71_3,7.69,0.85,14.67,134.88,9.49,1.38,14.21,0.81,2.01,0.81,12,54.55,85,4,1046,12.38,0.7,0.04,17.79,4486.33,1433.46,50.36,2.07,0.58,0,0,0.13,0.29,0.67,0,0,0.1,0.23,0.69,0,0,0.14,0.16,0.57,0,0,0.18,0.25,0.46,0,0,0.31,0.23,2668,-0.6,2361
71_4,7.63,0.83,18.23,114.64,7.47,1.31,15.35,0.87,2.21,0.86,13,53.73,75,4,757,12.23,0.65,0.03,18.69,4469.86,1364.39,52.64,2.49,0.47,0.09,0,0.11,0.32,0.29,0.19,0,0.04,0.49,0.5,0.07,0,0.09,0.34,0.34,0.19,0,0.13,0.35,0.25,0.28,0,0.24,0.23,2668,-0.6,2361
71_5,7.39,0.81,16.82,123.34,9.58,1.33,12.87,0.76,1.83,0.74,12,38.66,75,4.2,506,17.75,0.88,0.05,20.22,5287.92,1589.16,64.73,3.29,0.78,0.03,0,0.05,0.15,0.82,0.01,0,0.03,0.14,0.86,0,0,0.02,0.12,0.62,0.1,0,0.14,0.15,0.26,0.26,0,0.32,0.16,2827,-0.3,2518
72_1,7.52,0.85,17.44,114.7,10.73,1.53,10.69,0.82,1.95,0.81,11,58.68,70,7.5,532,18.84,1.33,0.07,14.16,1941.16,716.9,29.57,1.27,0.77,0.12,0,0.03,0.09,0.64,0.25,0,0.01,0.1,0.68,0.24,0,0.02,0.06,0.53,0.29,0,0.09,0.09,0.17,0.51,0,0.22,0.09,2827,-0.3,2518
72_2,7.6,0.89,17.04,119.29,11.17,1.46,10.68,0.65,1.28,0.62,8,52.74,45,7.5,686,15.27,1.14,0.06,13.37,1458.47,526.16,20.31,1.04,0.55,0.05,0,0.09,0.31,0.47,0.07,0,0.01,0.46,0.56,0.08,0,0.05,0.31,0.37,0.06,0,0.08,0.49,0.11,0.06,0,0.15,0.69,2827,-0.3,2518
72_3,7.55,0.85,21.91,116.48,11.08,1.53,10.51,0.86,2.17,0.84,13,50.87,80,6.7,744,14.44,1.16,0.06,12.48,1690.71,641.72,27.11,0.89,0.08,0.31,0,0.11,0.5,0.05,0.61,0,0.04,0.3,0.06,0.6,0,0.13,0.21,0.07,0.4,0,0.19,0.34,0.09,0.27,0,0.42,0.22,2827,-0.3,2518
72_4,7.6,0.83,20.8,108.46,10.39,1.53,10.44,0.67,1.46,0.7,8,49.79,70,6.8,346,17.19,1.19,0.07,14.39,1740.11,635.27,29.73,1.07,0,0.86,0,0.05,0.09,0,0.85,0,0.03,0.12,0,0.81,0,0.15,0.04,0,0.71,0,0.11,0.18,0,0.42,0,0.25,0.33,2827,-0.3,2518
72_5,7.61,0.82,17.09,107.82,9.79,1.42,11.01,0.76,1.67,0.76,9,42.04,70,4,644,18.85,1.37,0.06,13.77,1542.53,563.89,22.27,0.9,0,0.72,0,0.05,0.23,0,0.41,0,0.05,0.54,0,0.63,0,0.03,0.35,0,0.51,0,0.17,0.31,0,0.41,0,0.43,0.17,2970,1,2629
73_1,7.49,0.91,18.47,123,10.54,1.75,11.67,0.87,2.24,0.87,13,65.98,55,6.5,777,12.03,0.85,0.04,14.14,2972.4,949.81,36.58,1.75,0.43,0.21,0,0.22,0.14,0.44,0.25,0,0.24,0.06,0.53,0.24,0,0.18,0.05,0.35,0.26,0,0.29,0.1,0.19,0.32,0,0.41,0.08,2927,1.1,2610
73_2,7.44,0.9,17.4,113.63,10.74,1.65,10.58,0.87,2.31,0.88,14,44.2,70,6.5,511,15.65,1.3,0.1,12.08,3936.05,1161.41,43.19,2.15,0.56,0.07,0,0.24,0.12,0.4,0.16,0,0.16,0.28,0.42,0.05,0,0.26,0.27,0.39,0.21,0,0.23,0.17,0.21,0.39,0,0.3,0.11,2927,1.1,2610
73_3,7.6,0.82,17.74,120.24,10.78,1.47,11.15,0.81,2.04,0.82,12,38.45,89,5,523,10.04,0.68,0.04,14.8,8176.26,2940.43,103.27,4.85,0.65,0.09,0,0.15,0.11,0.39,0.33,0,0.11,0.17,0.55,0.14,0,0.2,0.11,0.38,0.21,0,0.28,0.13,0.1,0.22,0,0.56,0.12,2970,1,2629
73_4,7.5,0.84,19.24,130.48,12.27,1.72,10.64,0.8,1.96,0.82,11,29.88,87,4,513,13.74,1.01,0.06,13.55,8925,2735.07,103.86,5.16,0.69,0.06,0,0.11,0.15,0.5,0.27,0,0.12,0.12,0.73,0.13,0,0.13,0.01,0.47,0.19,0,0.19,0.15,0.23,0.24,0,0.35,0.18,3728,-6.3,3297
73_5,7.34,0.82,18.32,131.02,11.26,1.45,11.64,0.77,1.91,0.74,13,37.84,80,5.7,371,16.1,0.91,0.05,17.64,12801.25,4258.3,133.9,6.17,0.73,0.04,0,0.11,0.12,0.53,0.23,0,0.09,0.15,0.74,0.06,0,0.13,0.07,0.49,0.16,0,0.2,0.15,0.21,0.22,0,0.4,0.17,2981,-0.1,2669
74_1,7.69,1.14,17.7,86.48,8.02,1.71,10.78,0.83,2.12,0.83,13,103.58,65,3.5,1397,7.7,0.48,0.03,16.1,6309.63,2031.81,87.43,4.77,0.04,0.03,0,0.04,0.89,0.07,0.01,0,0.03,0.89,0.05,0.01,0,0.03,0.91,0.09,0.08,0,0.14,0.69,0.15,0.2,0,0.35,0.3,2981,-0.1,2669
74_2,7.87,1.13,10.98,70.82,6.19,1.6,11.45,0.88,2.21,0.92,11,69.25,45,2.5,1039,6.47,0.4,0.02,16.28,7385.94,2052.38,97.78,4.23,0.03,0.07,0,0.06,0.85,0,0.12,0,0.08,0.79,0,0.11,0,0.05,0.84,0.08,0.13,0,0.12,0.67,0.2,0.2,0,0.23,0.37,2981,-0.1,2669
74_3,7.93,1.16,9.34,63.38,5.1,1.59,12.44,0.82,1.91,0.87,9,85.36,75,3,1467,6.94,0.44,0.03,15.74,4427.4,1302.29,61,2.82,0,0.19,0,0.04,0.77,0,0.1,0,0.02,0.88,0,0.13,0,0.02,0.84,0,0.19,0,0.07,0.73,0,0.29,0,0.16,0.55,2981,-0.1,2669
74_4,7.72,1.13,12.63,80.14,7.25,0.67,11.05,0.77,1.72,0.83,8,89.93,60,3.2,1002,6.35,0.37,0.02,17.3,9450.15,2108.51,108.09,5.68,0,0.31,0,0.02,0.67,0,0.16,0,0.01,0.83,0,0.24,0,0.01,0.75,0,0.29,0,0.07,0.63,0,0.42,0,0.19,0.39,2981,-0.1,2669
74_5,7.59,1.14,12.65,67.56,5.55,0.43,12.17,0.81,1.8,0.87,8,79.03,84,1,1336,8.3,0.58,0.04,14.36,6621.6,2051.91,96.63,4.76,0,0.23,0,0.02,0.75,0,0.13,0,0,0.87,0,0.18,0,0.01,0.82,0,0.24,0,0.09,0.67,0,0.36,0,0.24,0.39,2711,-4.4,2387
75_1,7.74,0.96,13.14,117.99,9.22,0.22,12.8,0.76,1.67,0.8,9,73.33,75,3,1382,18.69,0.77,0.05,24.25,25355.52,4768.4,191.45,14.83,0.47,0,0,0.31,0.22,0.26,0,0,0.48,0.26,0.54,0,0,0.32,0.14,0.38,0,0,0.33,0.29,0.43,0,0,0.19,0.38,2715,-4.5,2386
75_2,7.43,0.99,13.95,122.13,9.62,0.19,12.7,0.79,1.84,0.84,9,57.74,50,2,1109,20.41,1.02,0.06,20.05,18650.72,7274.87,176.58,8.04,0.24,0,0,0.47,0.29,0.24,0,0,0.52,0.24,0.42,0,0,0.39,0.19,0.28,0,0,0.45,0.26,0.37,0,0,0.37,0.26,2711,-4.5,2387
75_3,7.57,0.88,16.07,124.64,8.48,0.23,14.7,0.82,2.04,0.82,12,51.83,90,2,1340,20.33,0.95,0.05,21.34,34764.07,9038,282.3,18.43,0.58,0,0,0.04,0.15,0.52,0,0,0.17,0.16,0.66,0,0,0.2,0.14,0.51,0,0,0.12,0.24,0.42,0,0,0.15,0.41,2704,-4.4,2385
75_4,7.68,1.01,9.98,130.77,10.33,0.77,12.66,0.9,2.43,0.92,14,68.72,90,5.4,862,24.93,1.11,0.07,22.53,26676.2,8803.54,250.31,11.81,0.57,0,0,0.06,0.36,0.16,0,0,0.31,0.53,0.61,0,0,0.19,0.2,0.36,0.08,0,0.18,0.38,0.35,0.22,0,0.18,0.25,2704,-4.4,2385
75_5,7.63,0.85,12.9,104.52,8.09,0.61,12.93,0.86,2.23,0.87,13,118.67,75,5,654,19.5,0.72,0.04,26.93,23517.48,7166.84,217.42,12.08,0.61,0,0,0.1,0.3,0.22,0,0,0.26,0.52,0.29,0,0,0.64,0.07,0.39,0,0,0.22,0.39,0.35,0,0,0.3,0.36,2696,-3.4,2377
76_1,7.53,1.03,3.65,93.79,7.17,0.22,13.09,0.69,1.36,0.85,5,50.07,35,4,383,15.41,0.84,0.04,18.24,12864.97,3637.16,188.14,10.33,0.38,0.13,0,0.38,0.13,0.86,0.08,0,0.01,0.05,0.91,0.01,0,0.04,0.04,0.48,0.14,0,0.3,0.08,0.2,0.22,0,0.52,0.06,2696,-3.4,2377
76_2,7.53,1.07,6.56,133.91,9.81,0.39,13.66,0.58,1.3,0.62,8,49.22,40,4,473,18.42,1,0.05,18.37,23403.09,4071.07,195.98,12.23,0.82,0.02,0,0.06,0.1,0.8,0.04,0,0.06,0.11,0.93,0,0,0.03,0.04,0.62,0.07,0,0.19,0.13,0.24,0.15,0,0.44,0.17,2696,-3.4,2377
76_3,7.66,0.9,9.18,110.46,7.28,0.28,15.18,0.71,1.49,0.83,6,32.18,72,1.5,551,15.03,0.77,0.04,19.4,20777.33,7724.62,211.63,8.12,0.82,0,0,0.1,0.08,0.62,0,0,0.17,0.21,0.8,0,0,0.1,0.1,0.66,0,0,0.11,0.23,0.55,0,0,0.05,0.41,2696,-3.4,2377
76_4,7.61,1.08,4.01,136.75,9.54,0.33,14.33,0.66,1.43,0.74,7,40.62,65,4,287,16.62,0.77,0.04,21.69,9541.14,3249.22,143.54,5.64,0.83,0,0,0.08,0.09,0.55,0,0,0.25,0.21,0.91,0,0,0.07,0.02,0.54,0,0,0.25,0.2,0.25,0,0,0.43,0.32,2696,-3.4,2377
76_5,7.67,1.1,7.06,144.86,9.69,0.26,14.95,0.64,1.25,0.78,5,37.41,55,4.4,334,15.03,0.84,0.05,17.94,13399.19,3954.21,189.42,7.64,0.72,0,0,0.13,0.14,0.54,0,0,0.21,0.25,0.85,0,0,0.07,0.09,0.54,0,0,0.28,0.18,0.35,0,0,0.49,0.16,2997,-5.4,2621
77_1,7.72,0.98,22.06,105.93,7.95,1.63,13.32,0.89,2.4,0.86,16,52.7,80,3,159.3,15.99,0.94,0.06,17.06,16745.09,5668.82,172.63,10.18,0.46,0.14,0.03,0.13,0.23,0.33,0.14,0.02,0.2,0.31,0.64,0.1,0.11,0.05,0.09,0.35,0.12,0.05,0.15,0.34,0.25,0.07,0.09,0.1,0.49,2997,-5.4,2621
77_2,7.88,1.26,10.86,89.36,7.38,1.59,12.1,0.88,2.42,0.84,18,99.03,50,2,1723,15.99,1.07,0.07,15,9658.13,2872.27,98.58,7.38,0.26,0.11,0,0.49,0.14,0.12,0.11,0,0.72,0.06,0.25,0.13,0,0.59,0.03,0.17,0.11,0,0.57,0.15,0.13,0.11,0,0.49,0.26,2997,-5.4,2621
